player_name,preferred_foot,date_of_birth,appearances_sub,goals,assists,xa,xg,touches_in_opposition_box,crosses_completed,pass_accuracy,long_pass_accuracy,minutes_played,dribbles_completed,duels_won,aerial_duels_won,total_tackles,interceptions,blocks,red_cards,yellow_cards,fouls,offsides,all_stats_on_page
Leo Black,Right,09/02/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '09/02/2006'}"
Harvey Blair,Right,14/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '14/09/2003'}"
Malachi Boateng,Right,05/07/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '05/07/2002'}"
Oscar Bobb,Left,12/07/2003,3 (3),0,0,0,0,0,0,15 (87%),0,14,3,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Norway', 'Preferred Foot': 'Left', 'Date of Birth': '12/07/2003', 'Appearances (Sub)': '3 (3)', 'XA': '0.02', 'Passes (Completed %)': '15 (87%)', 'Minutes Played': '14', 'Duels Won': '3', 'Red Cards': '0', 'Yellow Cards': '0'}"
Lamare Bogarde,Right,05/01/2004,8 (3),0,0,4,0.13,0,0,253 (88%),9 (33%),475,3 (67%),33,6,14,1,3,0,2,8,0,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Right', 'Date of Birth': '05/01/2004', 'Appearances (Sub)': '8 (3)', 'XG': '0.04', 'XA': '0.13', 'Touches in the Opposition Box': '4', 'Passes (Completed %)': '253 (88%)', 'Long Passes (Completed %)': '9 (33%)', 'Minutes Played': '475', 'Dribbles (Completed %)': '3 (67%)', 'Duels Won': '33', 'Aerial Duels Won': '6', 'Total Tackles': '14', 'Interceptions': '1', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '8'}"
Bendegúz Bolla,Right,22/11/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Hungary', 'Preferred Foot': 'Right', 'Date of Birth': '22/11/1999'}"
Willy-Arnaud Boly,Right,03/02/1991,6 (5),0,0,1,0,0,0,70 (79%),14 (36%),146,12,6,0,6,3,2,0,1,1,0,"{'Nationality': 'Cote d’Ivoire', 'Preferred Foot': 'Right', 'Date of Birth': '03/02/1991', 'Appearances (Sub)': '6 (5)', 'XG': '0.07', 'XA': '0', 'Touches in the Opposition Box': '1', 'Passes (Completed %)': '70 (79%)', 'Long Passes (Completed %)': '14 (36%)', 'Minutes Played': '146', 'Duels Won': '12', 'Aerial Duels Won': '6', 'Total Tackles': '6', 'Interceptions': '3', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '1'}"
Somto Boniface,Left,11/03/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '11/03/2006', 'Red Cards': '0', 'Yellow Cards': '0'}"
Beau Booth,17/12/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '17/12/2005'}"
Ângelo,Left,21/12/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Left', 'Date of Birth': '21/12/2004'}"
Bruno Fernandes,Right,08/09/1994,36 (1),8,10,7.98,9.95,16,36,"2,020 (82%)",265 (61%),"3,024",61 (46%),174,23,84,26,6,2,3,32,2,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '08/09/1994', 'Appearances (Sub)': '36 (1)', 'Goals': '8', 'Assists': '10', 'XG': '9.95', 'XA': '7.98', 'Shots On Target Inside the Box': '16', 'Shots On Target Outside the Box': '36', 'Touches in the Opposition Box': '82', 'Penalties Taken (Scored)': '3 (3)', 'Hit Woodwork': '3', 'Free Kicks Scored (Scored)': '12 (12)', 'Crosses (Completed %)': '85 (13%)', 'Passes (Completed %)': '2,020 (82%)', 'Long Passes (Completed %)': '265 (61%)', 'Corners Taken': '91', 'Minutes Played': '3,024', 'Dribbles (Completed %)': '61 (46%)', 'Duels Won': '174', 'Aerial Duels Won': '23', 'Total Tackles': '84', 'Interceptions': '26', 'Blocks': '6', 'Red Cards': '2', 'Yellow Cards': '3', 'Fouls': '32', 'Offsides': '2'}"
Willian,Right,09/08/1988,10 (8),0,0,7,0.71,1,8 (38%),189 (89%),9 (78%),253,5 (20%),6,1,4,1,0,0,0,1,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '09/08/1988', 'Appearances (Sub)': '10 (8)', 'XG': '0.28', 'XA': '0.71', 'Touches in the Opposition Box': '7', 'Hit Woodwork': '1', 'Crosses (Completed %)': '8 (38%)', 'Passes (Completed %)': '189 (89%)', 'Long Passes (Completed %)': '9 (78%)', 'Corners Taken': '7', 'Minutes Played': '253', 'Dribbles (Completed %)': '5 (20%)', 'Duels Won': '6', 'Aerial Duels Won': '1', 'Total Tackles': '4', 'Interceptions': '1', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '1'}"
Aidan Borland,Left,25/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Left', 'Date of Birth': '25/04/2007'}"
Alex Borto,Right,06/11/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'United States', 'Preferred Foot': 'Right', 'Date of Birth': '06/11/2003'}"
Sven Botman,Left,12/01/2000,8 (2),0,0,5,0.23,11,0,245 (89%),14 (50%),414,2 (50%),34,17,12,5,4,0,1,5,0,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Left', 'Date of Birth': '12/01/2000', 'Appearances (Sub)': '8 (2)', 'XG': '0.59', 'XA': '0.23', 'Shots On Target Inside the Box': '5', 'Touches in the Opposition Box': '11', 'Passes (Completed %)': '245 (89%)', 'Long Passes (Completed %)': '14 (50%)', 'Minutes Played': '414', 'Dribbles (Completed %)': '2 (50%)', 'Duels Won': '34', 'Aerial Duels Won': '17', 'Total Tackles': '12', 'Interceptions': '5', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '5'}"
Jarrod Bowen,Left,20/12/1996,34,13,8,6.47,8.65,37,15,700 (79%),25 (76%),"2,979",120 (37%),148,12,41,16,4,0,1,20,10,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '20/12/1996', 'Appearances': '34', 'Goals': '13', 'Assists': '8', 'XG': '8.65', 'XA': '6.47', 'Shots On Target Inside the Box': '37', 'Shots On Target Outside the Box': '15', 'Touches in the Opposition Box': '183', 'Penalties Taken (Scored)': '1 (1)', 'Hit Woodwork': '1', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '60 (17%)', 'Passes (Completed %)': '700 (79%)', 'Long Passes (Completed %)': '25 (76%)', 'Corners Taken': '44', 'Minutes Played': '2,979', 'Dribbles (Completed %)': '120 (37%)', 'Duels Won': '148', 'Aerial Duels Won': '12', 'Total Tackles': '41', 'Interceptions': '16', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '20', 'Offsides': '10'}"
Josh Bowler,Left,05/03/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '05/03/1999'}"
Conor Bradley,Right,09/07/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Northern Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '09/07/2003'}"
Zak Bradshaw,Left,22/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '22/09/2003'}"
Cameron Bragg,Right,10/04/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '10/04/2005'}"
Kaden Braithwaite,Left,08/02/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '08/02/2008'}"
Jarrad Branthwaite,Left,27/06/2002,30 (2),1,0,6,0.6,28,0,"1,184 (83%)",188 (45%),"2,510",5 (60%),118,62,36,27,23,0,4,12,1,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '27/06/2002', 'Appearances (Sub)': '30 (2)', 'Assists': '1', 'XG': '1.2', 'XA': '0.6', 'Shots On Target Inside the Box': '6', 'Touches in the Opposition Box': '28', 'Passes (Completed %)': '1,184 (83%)', 'Long Passes (Completed %)': '188 (45%)', 'Minutes Played': '2,510', 'Dribbles (Completed %)': '5 (60%)', 'Duels Won': '118', 'Aerial Duels Won': '62', 'Total Tackles': '36', 'Interceptions': '27', 'Blocks': '23', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '12', 'Offsides': '1'}"
Sammy Braybrooke,Right,12/03/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '12/03/2004', 'Red Cards': '0', 'Yellow Cards': '0'}"
James Bree,Right,11/12/1997,17 (4),1,0,11,0.7,26 (23%),0,533 (86%),29 (38%),"1,073",6 (67%),40,13,19,9,3,0,0,4,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '11/12/1997', 'Appearances (Sub)': '17 (4)', 'Assists': '1', 'XG': '0.11', 'XA': '0.7', 'Touches in the Opposition Box': '11', 'Crosses (Completed %)': '26 (23%)', 'Passes (Completed %)': '533 (86%)', 'Long Passes (Completed %)': '29 (38%)', 'Corners Taken': '3', 'Minutes Played': '1,073', 'Dribbles (Completed %)': '6 (67%)', 'Duels Won': '40', 'Aerial Duels Won': '13', 'Total Tackles': '19', 'Interceptions': '9', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '4'}"
Ben Brereton,Right,18/04/1999,10 (6),0,0,5,0.14,20,5 (20%),159 (79%),7 (57%),448,3 (33%),21,9,3,1,0,0,1,4,1,"{'Nationality': 'Chile', 'Preferred Foot': 'Right', 'Date of Birth': '18/04/1999', 'Appearances (Sub)': '10 (6)', 'XG': '0.91', 'XA': '0.14', 'Shots On Target Inside the Box': '5', 'Touches in the Opposition Box': '20', 'Crosses (Completed %)': '5 (20%)', 'Passes (Completed %)': '159 (79%)', 'Long Passes (Completed %)': '7 (57%)', 'Minutes Played': '448', 'Dribbles (Completed %)': '3 (33%)', 'Duels Won': '21', 'Aerial Duels Won': '9', 'Total Tackles': '3', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '4', 'Offsides': '1'}"
Ethan Brierley,23/11/2003,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '23/11/2003'}"
Logan Briggs,07/02/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '07/02/2005'}"
Spike Brits,Right,24/06/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '24/06/2007', 'Red Cards': '0', 'Yellow Cards': '0'}"
Nathan Broadhead,Right,05/04/1998,18 (11),2,0,1.08,1.73,7,3,217 (82%),7 (43%),696,32 (53%),40,1,9,4,1,0,1,4,2,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '05/04/1998', 'Appearances (Sub)': '18 (11)', 'Goals': '2', 'XG': '1.73', 'XA': '1.08', 'Shots On Target Inside the Box': '7', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '23', 'Passes (Completed %)': '217 (82%)', 'Long Passes (Completed %)': '7 (43%)', 'Corners Taken': '3', 'Minutes Played': '696', 'Dribbles (Completed %)': '32 (53%)', 'Duels Won': '40', 'Aerial Duels Won': '1', 'Total Tackles': '9', 'Interceptions': '4', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '4', 'Offsides': '2'}"
Ben Broggio,Right,29/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '29/01/2007', 'Red Cards': '0', 'Yellow Cards': '0'}"
Armando Broja,Right,10/09/2001,10 (6),0,0,0,0,0,0,71 (75%),0,331,15 (53%),33,18,3,1,0,0,1,6,3,"{'Nationality': 'Albania', 'Preferred Foot': 'Right', 'Date of Birth': '10/09/2001', 'Appearances (Sub)': '10 (6)', 'Touches in the Opposition Box': '18', 'Passes (Completed %)': '71 (75%)', 'Minutes Played': '331', 'Dribbles (Completed %)': '15 (53%)', 'Duels Won': '33', 'Aerial Duels Won': '18', 'Total Tackles': '3', 'Interceptions': '1', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '6', 'Offsides': '3'}"
Josh Brooking,01/09/2002,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '01/09/2002'}"
David Brooks,Left,08/07/1997,29 (20),2,0,2.02,2.52,9,4,348 (82%),16 (81%),949,31 (35%),50,7,14,5,2,0,3,11,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Left', 'Date of Birth': '08/07/1997', 'Appearances (Sub)': '29 (20)', 'Goals': '2', 'XG': '2.52', 'XA': '2.02', 'Shots On Target Inside the Box': '9', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '41', 'Crosses (Completed %)': '33 (18%)', 'Passes (Completed %)': '348 (82%)', 'Long Passes (Completed %)': '16 (81%)', 'Corners Taken': '17', 'Minutes Played': '949', 'Dribbles (Completed %)': '31 (35%)', 'Duels Won': '50', 'Aerial Duels Won': '7', 'Total Tackles': '14', 'Interceptions': '5', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '11'}"
Gerard Buabo,24/05/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '24/05/2005'}"
Emiliano Buendía,Right,25/12/1996,12 (12),0,0,4,0.04,1 (1),0,60 (82%),5 (20%),89,12,0,0,6,1,0,0,1,4,0,"{'Nationality': 'Argentina', 'Preferred Foot': 'Right', 'Date of Birth': '25/12/1996', 'Appearances (Sub)': '12 (12)', 'XG': '0.65', 'XA': '0.04', 'Touches in the Opposition Box': '4', 'Free Kicks Scored (Scored)': '1 (1)', 'Passes (Completed %)': '60 (82%)', 'Long Passes (Completed %)': '5 (20%)', 'Minutes Played': '89', 'Duels Won': '12', 'Total Tackles': '6', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '4'}"
Santiago Bueno,Right,09/11/1998,29 (11),0,0,7,0.12,1,0,837 (88%),72 (40%),"1,682",81,35,0,41,15,21,0,2,26,0,"{'Nationality': 'Uruguay', 'Preferred Foot': 'Right', 'Date of Birth': '09/11/1998', 'Appearances (Sub)': '29 (11)', 'XG': '0.43', 'XA': '0.12', 'Touches in the Opposition Box': '7', 'Hit Woodwork': '1', 'Passes (Completed %)': '837 (88%)', 'Long Passes (Completed %)': '72 (40%)', 'Minutes Played': '1,682', 'Duels Won': '81', 'Aerial Duels Won': '35', 'Total Tackles': '41', 'Interceptions': '15', 'Blocks': '21', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '26'}"
Hugo Bueno,Left,18/09/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Left', 'Date of Birth': '18/09/2002'}"
Yan Couto,Right,03/06/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '03/06/2002'}"
Facundo Buonanotte,Left,23/12/2004,31 (17),5,2,2.27,3.93,10,6,515 (80%),35 (49%),"1,513",77 (36%),134,18,53,12,6,0,8,37,3,"{'Nationality': 'Argentina', 'Preferred Foot': 'Left', 'Date of Birth': '23/12/2004', 'Appearances (Sub)': '31 (17)', 'Goals': '5', 'Assists': '2', 'XG': '3.93', 'XA': '2.27', 'Shots On Target Inside the Box': '10', 'Shots On Target Outside the Box': '6', 'Touches in the Opposition Box': '44', 'Hit Woodwork': '1', 'Crosses (Completed %)': '12 (25%)', 'Passes (Completed %)': '515 (80%)', 'Long Passes (Completed %)': '35 (49%)', 'Corners Taken': '26', 'Minutes Played': '1,513', 'Dribbles (Completed %)': '77 (36%)', 'Duels Won': '134', 'Aerial Duels Won': '18', 'Total Tackles': '53', 'Interceptions': '12', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '8', 'Fouls': '37', 'Offsides': '3'}"
Cameron Burgess,Left,21/10/1995,18 (2),2,0,5,0.35,24,1,770 (81%),122 (42%),"1,540",65,44,0,17,14,15,0,0,6,1,"{'Nationality': 'Australia', 'Preferred Foot': 'Left', 'Date of Birth': '21/10/1995', 'Appearances (Sub)': '18 (2)', 'Assists': '2', 'XG': '1.13', 'XA': '0.35', 'Shots On Target Inside the Box': '5', 'Touches in the Opposition Box': '24', 'Hit Woodwork': '1', 'Passes (Completed %)': '770 (81%)', 'Long Passes (Completed %)': '122 (42%)', 'Minutes Played': '1,540', 'Duels Won': '65', 'Aerial Duels Won': '44', 'Total Tackles': '17', 'Interceptions': '14', 'Blocks': '15', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '6', 'Offsides': '1'}"
Dan Burn,Left,09/05/1992,37,1,1,1.09,1.96,9,52,"1,994 (89%)",131 (44%),"3,330",4 (75%),200,148,39,27,25,0,11,34,5,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '09/05/1992', 'Appearances': '37', 'Goals': '1', 'Assists': '1', 'XG': '1.96', 'XA': '1.09', 'Shots On Target Inside the Box': '9', 'Touches in the Opposition Box': '52', 'Passes (Completed %)': '1,994 (89%)', 'Long Passes (Completed %)': '131 (44%)', 'Minutes Played': '3,330', 'Dribbles (Completed %)': '4 (75%)', 'Duels Won': '200', 'Aerial Duels Won': '148', 'Total Tackles': '39', 'Interceptions': '27', 'Blocks': '25', 'Red Cards': '0', 'Yellow Cards': '11', 'Fouls': '34', 'Offsides': '5', 'Own Goals': '2'}"
Wes Burns,Right,23/11/1994,18 (6),1,0,2,1.17,19,46 (15%),199 (70%),24 (33%),933,23 (39%),41,8,13,10,2,0,1,4,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '23/11/1994', 'Appearances (Sub)': '18 (6)', 'Assists': '1', 'XG': '0.51', 'XA': '1.17', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '19', 'Crosses (Completed %)': '46 (15%)', 'Passes (Completed %)': '199 (70%)', 'Long Passes (Completed %)': '24 (33%)', 'Minutes Played': '933', 'Dribbles (Completed %)': '23 (39%)', 'Duels Won': '41', 'Aerial Duels Won': '8', 'Total Tackles': '13', 'Interceptions': '10', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '4'}"
Bradley Burrowes,04/03/2008,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '04/03/2008'}"
Mason Burstow,Right,04/08/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '04/08/2003'}"
Nathan Butler-Oyedeji,Right,04/01/2003,1 (1),0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '04/01/2003', 'Appearances (Sub)': '1 (1)', 'XG': '0.07', 'Touches in the Opposition Box': '1', 'Minutes Played': '6', 'Red Cards': '0', 'Yellow Cards': '0'}"
Luke Butterfield,Right,29/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Right', 'Date of Birth': '29/09/2003'}"
Nélson Semedo,Right,16/11/1993,34 (2),4,0,5,1.71,8,28,"1,091 (82%)",105 (34%),"2,891",63 (51%),152,28,62,23,10,0,8,48,4,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '16/11/1993', 'Appearances (Sub)': '34 (2)', 'Assists': '4', 'XG': '0.89', 'XA': '1.71', 'Shots On Target Inside the Box': '5', 'Shots On Target Outside the Box': '8', 'Touches in the Opposition Box': '28', 'Hit Woodwork': '1', 'Crosses (Completed %)': '63 (25%)', 'Passes (Completed %)': '1,091 (82%)', 'Long Passes (Completed %)': '105 (34%)', 'Minutes Played': '2,891', 'Dribbles (Completed %)': '63 (51%)', 'Duels Won': '152', 'Aerial Duels Won': '28', 'Total Tackles': '62', 'Interceptions': '23', 'Blocks': '10', 'Red Cards': '0', 'Yellow Cards': '8', 'Fouls': '48', 'Offsides': '4'}"
Killian Cahill,Right,03/11/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '03/11/2003', 'Red Cards': '0', 'Yellow Cards': '0'}"
Moisés Caicedo,Right,02/11/2001,38,1,2,2.82,0.82,10,17,"2,153 (90%)",152 (63%),"3,356",51 (57%),236,36,114,49,10,0,11,70,0,"{'Nationality': 'Ecuador', 'Preferred Foot': 'Right', 'Date of Birth': '02/11/2001', 'Appearances': '38', 'Goals': '1', 'Assists': '2', 'XG': '0.82', 'XA': '2.82', 'Shots On Target Outside the Box': '10', 'Touches in the Opposition Box': '17', 'Hit Woodwork': '1', 'Crosses (Completed %)': '10 (40%)', 'Passes (Completed %)': '2,153 (90%)', 'Long Passes (Completed %)': '152 (63%)', 'Minutes Played': '3,356', 'Dribbles (Completed %)': '51 (57%)', 'Duels Won': '236', 'Aerial Duels Won': '36', 'Total Tackles': '114', 'Interceptions': '49', 'Blocks': '10', 'Red Cards': '0', 'Yellow Cards': '11', 'Fouls': '70'}"
Tom Cairney,Left,20/01/1991,25 (22),2,0,1.16,0.77,5,18,606 (93%),21 (81%),615,9 (56%),42,5,13,4,1,1,3,8,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Left', 'Date of Birth': '20/01/1991', 'Appearances (Sub)': '25 (22)', 'Goals': '2', 'XG': '0.77', 'XA': '1.16', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '18', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '11 (36%)', 'Passes (Completed %)': '606 (93%)', 'Long Passes (Completed %)': '21 (81%)', 'Corners Taken': '8', 'Minutes Played': '615', 'Dribbles (Completed %)': '9 (56%)', 'Duels Won': '42', 'Aerial Duels Won': '5', 'Total Tackles': '13', 'Interceptions': '4', 'Blocks': '1', 'Red Cards': '1', 'Yellow Cards': '3', 'Fouls': '8'}"
Jens Cajuste,Right,10/08/1999,30 (5),1,1,0.74,0.69,16,10 (20%),732 (86%),49 (49%),"1,976",47 (60%),107,13,44,28,10,0,2,24,0,"{'Nationality': 'Sweden', 'Preferred Foot': 'Right', 'Date of Birth': '10/08/1999', 'Appearances (Sub)': '30 (5)', 'Goals': '1', 'Assists': '1', 'XG': '0.69', 'XA': '0.74', 'Touches in the Opposition Box': '16', 'Crosses (Completed %)': '10 (20%)', 'Passes (Completed %)': '732 (86%)', 'Long Passes (Completed %)': '49 (49%)', 'Minutes Played': '1,976', 'Dribbles (Completed %)': '47 (60%)', 'Duels Won': '107', 'Aerial Duels Won': '13', 'Total Tackles': '44', 'Interceptions': '28', 'Blocks': '10', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '24'}"
Riccardo Calafiori,Left,19/05/2002,19 (8),2,1,0.71,0.86,3,33,479 (88%),21 (71%),984,12 (75%),64,22,27,9,6,0,4,16,3,"{'Nationality': 'Italy', 'Preferred Foot': 'Left', 'Date of Birth': '19/05/2002', 'Appearances (Sub)': '19 (8)', 'Goals': '2', 'Assists': '1', 'XG': '0.86', 'XA': '0.71', 'Shots On Target Inside the Box': '3', 'Touches in the Opposition Box': '33', 'Hit Woodwork': '1', 'Crosses (Completed %)': '11 (18%)', 'Passes (Completed %)': '479 (88%)', 'Long Passes (Completed %)': '21 (71%)', 'Minutes Played': '984', 'Dribbles (Completed %)': '12 (75%)', 'Duels Won': '64', 'Aerial Duels Won': '22', 'Total Tackles': '27', 'Interceptions': '9', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '4', 'Fouls': '16', 'Offsides': '3'}"
Duje Caleta-Car,Right,17/09/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Croatia', 'Preferred Foot': 'Right', 'Date of Birth': '17/09/1996'}"
Dominic Calvert-Lewin,Right,16/03/1997,26 (7),3,1,0.67,6.75,23,2,282 (63%),6 (33%),"1,613",23 (43%),127,86,9,7,2,0,2,27,27,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '16/03/1997', 'Appearances (Sub)': '26 (7)', 'Goals': '3', 'Assists': '1', 'XG': '6.75', 'XA': '0.67', 'Shots On Target Inside the Box': '23', 'Shots On Target Outside the Box': '2', 'Touches in the Opposition Box': '96', 'Hit Woodwork': '1', 'Crosses (Completed %)': '6 (17%)', 'Passes (Completed %)': '282 (63%)', 'Long Passes (Completed %)': '6 (33%)', 'Minutes Played': '1,613', 'Dribbles (Completed %)': '23 (43%)', 'Duels Won': '127', 'Aerial Duels Won': '86', 'Total Tackles': '9', 'Interceptions': '7', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '27', 'Offsides': '27'}"
Chem Campbell,Right,30/12/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '30/12/2002'}"
Elijah Campbell,Left,02/08/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '02/08/2004'}"
Thomas Cannon,Right,28/12/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '28/12/2002', 'Red Cards': '0', 'Yellow Cards': '0'}"
Pedro Lima,Right,01/07/2006,3 (2),0,0,3,0.09,5 (60%),0,26 (77%),0,70,3 (33%),3,0,1,2,0,0,0,1,1,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '01/07/2006', 'Appearances (Sub)': '3 (2)', 'XG': '0.06', 'XA': '0.09', 'Touches in the Opposition Box': '3', 'Crosses (Completed %)': '5 (60%)', 'Passes (Completed %)': '26 (77%)', 'Minutes Played': '70', 'Dribbles (Completed %)': '3 (33%)', 'Duels Won': '3', 'Total Tackles': '1', 'Interceptions': '2', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '1', 'Offsides': '1'}"
