player_name,preferred_foot,date_of_birth,appearances_sub,goals,assists,xa,xg,touches_in_opposition_box,crosses_completed,pass_accuracy,long_pass_accuracy,minutes_played,dribbles_completed,duels_won,aerial_duels_won,total_tackles,interceptions,blocks,red_cards,yellow_cards,fouls,offsides,all_stats_on_page
Cameron Plain,24/09/2001,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '24/09/2001'}"
Luke Plange,Right,04/11/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '04/11/2002'}"
Alfie Pond,Right,01/03/2004,1 (1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '01/03/2004', 'Appearances (Sub)': '1 (1)', 'Passes': '1', 'Minutes Played': '1', 'Red Cards': '0', 'Yellow Cards': '0'}"
Nick Pope,Right,19/04/1992,28,35,8,1 (50%),2,0,0,590 (65%),279 (28%),0,2,2,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '19/04/1992', 'Appearances': '28', 'Goals Conceded': '35', 'Clean Sheets': '8', 'Saves Made': '88', 'Penalties Faced': '2', 'Penalties Saved (%)': '1 (50%)', 'Passes (Completed %)': '590 (65%)', 'Long Passes (Completed %)': '279 (28%)', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '2'}"
Chris Popov,Left,26/10/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Left', 'Date of Birth': '26/10/2004'}"
Pedro Porro,Right,13/09/1999,33 (5),2,6,4.64,1.6,2,16,"1,440 (76%)",203 (41%),"2,608",38 (37%),125,12,66,36,17,0,5,25,1,"{'Nationality': 'Spain', 'Preferred Foot': 'Right', 'Date of Birth': '13/09/1999', 'Appearances (Sub)': '33 (5)', 'Goals': '2', 'Assists': '6', 'XG': '1.6', 'XA': '4.64', 'Shots On Target Inside the Box': '2', 'Shots On Target Outside the Box': '16', 'Touches in the Opposition Box': '33', 'Hit Woodwork': '3', 'Free Kicks Scored (Scored)': '4 (4)', 'Crosses (Completed %)': '133 (26%)', 'Passes (Completed %)': '1,440 (76%)', 'Long Passes (Completed %)': '203 (41%)', 'Corners Taken': '53', 'Minutes Played': '2,608', 'Dribbles (Completed %)': '38 (37%)', 'Duels Won': '125', 'Aerial Duels Won': '12', 'Total Tackles': '66', 'Interceptions': '36', 'Blocks': '17', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '25', 'Offsides': '1'}"
Jack Porter,Right,15/07/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '15/07/2008', 'Red Cards': '0', 'Yellow Cards': '0'}"
Freddie Potts,Right,12/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '12/09/2003'}"
Dennis Praet,Right,14/05/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Belgium', 'Preferred Foot': 'Right', 'Date of Birth': '14/05/1994'}"
Sam Proctor,21/12/2006,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '21/12/2006'}"
Jarell Quansah,Right,29/01/2003,13 (9),0,0,6,0.2,0,0,378 (92%),23 (43%),488,3 (33%),21,7,12,7,7,0,2,9,1,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '29/01/2003', 'Appearances (Sub)': '13 (9)', 'XG': '0.1', 'XA': '0.2', 'Touches in the Opposition Box': '6', 'Passes (Completed %)': '378 (92%)', 'Long Passes (Completed %)': '23 (43%)', 'Minutes Played': '488', 'Dribbles (Completed %)': '3 (33%)', 'Duels Won': '21', 'Aerial Duels Won': '7', 'Total Tackles': '12', 'Interceptions': '7', 'Blocks': '7', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '9', 'Own Goals': '1'}"
Andrei Radu,Right,28/05/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Romania', 'Preferred Foot': 'Right', 'Date of Birth': '28/05/1997'}"
Arjan Raikhy,Right,20/10/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '20/10/2002'}"
Jesurun Rak-Sakyi,Left,05/10/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '05/10/2002'}"
Samuel Rak-Sakyi,Left,27/03/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '27/03/2005', 'Red Cards': '0', 'Yellow Cards': '0'}"
Youssef Chermiti,Right,24/05/2004,4 (4),0,0,3,0,3,0,10 (60%),0,42,4,2,0,0,1,1,0,0,0,0,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '24/05/2004', 'Appearances (Sub)': '4 (4)', 'XG': '0.11', 'XA': '0', 'Shots On Target Inside the Box': '3', 'Touches in the Opposition Box': '3', 'Passes (Completed %)': '10 (60%)', 'Minutes Played': '42', 'Duels Won': '4', 'Aerial Duels Won': '2', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '1', 'Offsides': '2'}"
Calvin Ramsay,Right,31/07/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Right', 'Date of Birth': '31/07/2003'}"
Aaron Ramsdale,Right,14/05/1998,30,66,3,2 (29%),7,0,0,"1,087 (59%)",655 (34%),0,2,1,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '14/05/1998', 'Appearances': '30', 'Goals Conceded': '66', 'Clean Sheets': '3', 'Saves Made': '125', 'Penalties Faced': '7', 'Penalties Saved (%)': '2 (29%)', 'Passes (Completed %)': '1,087 (59%)', 'Long Passes (Completed %)': '655 (34%)', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '1'}"
Jacob Ramsey,Right,28/05/2001,29 (10),1,3,2.19,1.57,5,5,569 (87%),11 (55%),"1,628",38 (66%),90,7,30,8,4,1,2,13,5,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '28/05/2001', 'Appearances (Sub)': '29 (10)', 'Goals': '1', 'Assists': '3', 'XG': '1.57', 'XA': '2.19', 'Shots On Target Inside the Box': '5', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '80', 'Hit Woodwork': '1', 'Crosses (Completed %)': '12 (17%)', 'Passes (Completed %)': '569 (87%)', 'Long Passes (Completed %)': '11 (55%)', 'Minutes Played': '1,628', 'Dribbles (Completed %)': '38 (66%)', 'Duels Won': '90', 'Aerial Duels Won': '7', 'Total Tackles': '30', 'Interceptions': '8', 'Blocks': '4', 'Red Cards': '1', 'Yellow Cards': '2', 'Fouls': '13', 'Offsides': '5'}"
Darren Randolph,12/05/1987,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Date of Birth': '12/05/1987'}"
Marcus Rashford,Right,31/10/1997,25 (9),6,3,2.1,3.06,7,3,446 (78%),24 (50%),"1,426",57 (32%),51,6,17,5,0,0,2,9,8,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '31/10/1997', 'Appearances (Sub)': '25 (9)', 'Goals': '6', 'Assists': '3', 'XG': '3.06', 'XA': '2.1', 'Shots On Target Inside the Box': '7', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '70', 'Penalties Taken (Scored)': '1 (1)', 'Hit Woodwork': '4', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '34 (29%)', 'Passes (Completed %)': '446 (78%)', 'Long Passes (Completed %)': '24 (50%)', 'Corners Taken': '22', 'Minutes Played': '1,426', 'Dribbles (Completed %)': '57 (32%)', 'Duels Won': '51', 'Aerial Duels Won': '6', 'Total Tackles': '17', 'Interceptions': '5', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '9', 'Offsides': '8'}"
Luke Rawlings,Right,04/04/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '04/04/2008'}"
David Raya,Right,15/09/1995,38,34,13,0,3,0,0,"1,232 (71%)",519 (33%),0,3,1,0,0,0,0,0,0,0,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Right', 'Date of Birth': '15/09/1995', 'Appearances': '38', 'Goals Conceded': '34', 'Clean Sheets': '13', 'Saves Made': '86', 'Penalties Faced': '3', 'Passes (Completed %)': '1,232 (71%)', 'Long Passes (Completed %)': '519 (33%)', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '1'}"
Jadan Raymond,15/10/2003,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Date of Birth': '15/10/2003'}"
Tim Ream,05/10/1987,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'United States', 'Date of Birth': '05/10/1987'}"
Harrison Reed,Right,27/01/1995,12 (12),0,0,5,0.1,0,0,48 (79%),1,92,9,1,0,6,1,0,0,2,6,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '27/01/1995', 'Appearances (Sub)': '12 (12)', 'XG': '0.23', 'XA': '0.1', 'Touches in the Opposition Box': '5', 'Passes (Completed %)': '48 (79%)', 'Corners Taken': '1', 'Minutes Played': '92', 'Duels Won': '9', 'Aerial Duels Won': '1', 'Total Tackles': '6', 'Interceptions': '1', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '6'}"
Remy Rees-Dottin,Right,06/03/2006,1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '06/03/2006', 'Appearances (Sub)': '1 (1)', 'Minutes Played': '1', 'Red Cards': '0', 'Yellow Cards': '0'}"
Sergio Reguilón,Left,16/12/1996,4 (3),0,0,3,0.25,1 (1),10 (20%),107 (71%),11 (9%),195,3 (67%),17,5,4,4,0,0,2,2,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Left', 'Date of Birth': '16/12/1996', 'Appearances (Sub)': '4 (3)', 'XG': '0.12', 'XA': '0.25', 'Touches in the Opposition Box': '3', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '10 (20%)', 'Passes (Completed %)': '107 (71%)', 'Long Passes (Completed %)': '11 (9%)', 'Corners Taken': '2', 'Minutes Played': '195', 'Dribbles (Completed %)': '3 (67%)', 'Duels Won': '17', 'Aerial Duels Won': '5', 'Total Tackles': '4', 'Interceptions': '4', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '2'}"
Omar Rekik,20/12/2001,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Tunisia', 'Date of Birth': '20/12/2001'}"
Giovanni Reyna,Right,13/11/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'United States', 'Preferred Foot': 'Right', 'Date of Birth': '13/11/2002'}"
Chadi Riad,Left,17/06/2003,1,0,0,0,0,0,0,82 (85%),10 (50%),90,7,2,0,5,2,0,0,0,1,0,"{'Nationality': 'Morocco', 'Preferred Foot': 'Left', 'Date of Birth': '17/06/2003', 'Appearances': '1', 'XA': '0.02', 'Passes (Completed %)': '82 (85%)', 'Long Passes (Completed %)': '10 (50%)', 'Minutes Played': '90', 'Duels Won': '7', 'Aerial Duels Won': '2', 'Total Tackles': '5', 'Interceptions': '2', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '1'}"
Declan Rice,Right,14/01/1999,35 (2),4,7,5.63,3.51,13,13,"1,476 (90%)",97 (62%),"2,833",28 (50%),120,38,53,25,13,1,5,21,2,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '14/01/1999', 'Appearances (Sub)': '35 (2)', 'Goals': '4', 'Assists': '7', 'XG': '3.51', 'XA': '5.63', 'Shots On Target Inside the Box': '13', 'Shots On Target Outside the Box': '13', 'Touches in the Opposition Box': '87', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '34 (18%)', 'Passes (Completed %)': '1,476 (90%)', 'Long Passes (Completed %)': '97 (62%)', 'Corners Taken': '108', 'Minutes Played': '2,833', 'Dribbles (Completed %)': '28 (50%)', 'Duels Won': '120', 'Aerial Duels Won': '38', 'Total Tackles': '53', 'Interceptions': '25', 'Blocks': '13', 'Red Cards': '1', 'Yellow Cards': '5', 'Fouls': '21', 'Offsides': '2'}"
Omar Richards,Left,15/02/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '15/02/1998'}"
Chris Richards,Right,28/03/2000,24 (2),1,0,0.61,1.38,7,21,833 (81%),100 (29%),"1,924",6 (17%),101,49,47,19,14,1,2,11,1,"{'Nationality': 'United States', 'Preferred Foot': 'Right', 'Date of Birth': '28/03/2000', 'Appearances (Sub)': '24 (2)', 'Goals': '1', 'XG': '1.38', 'XA': '0.61', 'Shots On Target Inside the Box': '7', 'Touches in the Opposition Box': '21', 'Crosses (Completed %)': '5 (20%)', 'Passes (Completed %)': '833 (81%)', 'Long Passes (Completed %)': '100 (29%)', 'Minutes Played': '1,924', 'Dribbles (Completed %)': '6 (17%)', 'Duels Won': '101', 'Aerial Duels Won': '49', 'Total Tackles': '47', 'Interceptions': '19', 'Blocks': '14', 'Red Cards': '1', 'Yellow Cards': '2', 'Fouls': '11', 'Offsides': '1'}"
Dujuan Richards,Left,10/11/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Jamaica', 'Preferred Foot': 'Left', 'Date of Birth': '10/11/2005'}"
Jairo Riedewald,Left,09/09/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Left', 'Date of Birth': '09/09/1996'}"
Matt Ritchie,Left,10/09/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Scotland', 'Preferred Foot': 'Left', 'Date of Birth': '10/09/1989'}"
Andy Robertson,Left,11/03/1994,33 (4),1,0,4,4.26,54,1,"1,541 (88%)",135 (45%),"2,492",17 (41%),61,7,39,21,4,1,3,11,3,"{'Nationality': 'Scotland', 'Preferred Foot': 'Left', 'Date of Birth': '11/03/1994', 'Appearances (Sub)': '33 (4)', 'Assists': '1', 'XG': '1.17', 'XA': '4.26', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '54', 'Hit Woodwork': '1', 'Crosses (Completed %)': '85 (25%)', 'Passes (Completed %)': '1,541 (88%)', 'Long Passes (Completed %)': '135 (45%)', 'Corners Taken': '59', 'Minutes Played': '2,492', 'Dribbles (Completed %)': '17 (41%)', 'Duels Won': '61', 'Aerial Duels Won': '7', 'Total Tackles': '39', 'Interceptions': '21', 'Blocks': '4', 'Red Cards': '1', 'Yellow Cards': '3', 'Fouls': '11', 'Offsides': '3', 'Own Goals': '1'}"
Antonee Robinson,Left,08/08/1997,36 (1),10,0,2,4.14,5,73,"1,628 (81%)",141 (48%),"3,167",72 (53%),203,52,95,62,9,0,8,31,7,"{'Nationality': 'United States', 'Preferred Foot': 'Left', 'Date of Birth': '08/08/1997', 'Appearances (Sub)': '36 (1)', 'Assists': '10', 'XG': '0.69', 'XA': '4.14', 'Shots On Target Inside the Box': '2', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '73', 'Crosses (Completed %)': '170 (25%)', 'Passes (Completed %)': '1,628 (81%)', 'Long Passes (Completed %)': '141 (48%)', 'Minutes Played': '3,167', 'Dribbles (Completed %)': '72 (53%)', 'Duels Won': '203', 'Aerial Duels Won': '52', 'Total Tackles': '95', 'Interceptions': '62', 'Blocks': '9', 'Red Cards': '0', 'Yellow Cards': '8', 'Fouls': '31', 'Offsides': '7'}"
Jay Robinson,Right,15/03/2007,4 (3),0,0,7,0.53,0,0,33 (70%),4 (25%),135,11 (55%),11,0,4,0,0,0,0,3,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '15/03/2007', 'Appearances (Sub)': '4 (3)', 'XG': '0.05', 'XA': '0.53', 'Touches in the Opposition Box': '7', 'Passes (Completed %)': '33 (70%)', 'Long Passes (Completed %)': '4 (25%)', 'Minutes Played': '135', 'Dribbles (Completed %)': '11 (55%)', 'Duels Won': '11', 'Total Tackles': '4', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '3'}"
Junior Robinson,06/04/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '06/04/2004'}"
Josh Robinson,Right,20/12/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '20/12/2004'}"
Max Robson,17/10/2002,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '17/10/2002'}"
Kaden Rodney,Right,07/10/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '07/10/2004', 'Red Cards': '0', 'Yellow Cards': '0'}"
Joe Rodon,Right,22/10/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '22/10/1997'}"
Morato,Left,30/06/2001,26 (20),0,0,2,0.04,2,0,304 (78%),40 (33%),893,32,6,0,22,10,5,0,5,11,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Left', 'Date of Birth': '30/06/2001', 'Appearances (Sub)': '26 (20)', 'XG': '0.18', 'XA': '0.04', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '2', 'Passes (Completed %)': '304 (78%)', 'Long Passes (Completed %)': '40 (33%)', 'Minutes Played': '893', 'Duels Won': '32', 'Aerial Duels Won': '6', 'Total Tackles': '22', 'Interceptions': '10', 'Blocks': '5', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '11'}"
Guido Rodríguez,Right,12/04/1994,23 (7),1,0,3,0.18,5,5 (20%),563 (85%),50 (52%),"1,155",4 (75%),62,11,36,13,9,0,6,18,2,"{'Nationality': 'Argentina', 'Preferred Foot': 'Right', 'Date of Birth': '12/04/1994', 'Appearances (Sub)': '23 (7)', 'Assists': '1', 'XG': '0.23', 'XA': '0.18', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '5', 'Crosses (Completed %)': '5 (20%)', 'Passes (Completed %)': '563 (85%)', 'Long Passes (Completed %)': '50 (52%)', 'Minutes Played': '1,155', 'Dribbles (Completed %)': '4 (75%)', 'Duels Won': '62', 'Aerial Duels Won': '11', 'Total Tackles': '36', 'Interceptions': '13', 'Blocks': '9', 'Red Cards': '0', 'Yellow Cards': '6', 'Fouls': '18', 'Offsides': '2'}"
Marek Rodák,13/12/1996,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Slovakia', 'Date of Birth': '13/12/1996'}"
Mads Roerslev,Right,24/06/1999,19 (8),2,0,21,2.11,31 (13%),0,442 (82%),38 (42%),"1,096",15 (47%),45,10,18,4,5,0,2,6,0,"{'Nationality': 'Denmark', 'Preferred Foot': 'Right', 'Date of Birth': '24/06/1999', 'Appearances (Sub)': '19 (8)', 'Assists': '2', 'XG': '0.2', 'XA': '2.11', 'Touches in the Opposition Box': '21', 'Crosses (Completed %)': '31 (13%)', 'Passes (Completed %)': '442 (82%)', 'Long Passes (Completed %)': '38 (42%)', 'Minutes Played': '1,096', 'Dribbles (Completed %)': '15 (47%)', 'Duels Won': '45', 'Aerial Duels Won': '10', 'Total Tackles': '18', 'Interceptions': '4', 'Blocks': '5', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '6'}"
Morgan Rogers,Right,26/07/2002,37,8,10,5.24,6.58,20,13,864 (75%),38 (76%),"3,129",140 (47%),173,13,43,6,7,0,10,50,2,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '26/07/2002', 'Appearances': '37', 'Goals': '8', 'Assists': '10', 'XG': '6.58', 'XA': '5.24', 'Shots On Target Inside the Box': '20', 'Shots On Target Outside the Box': '13', 'Touches in the Opposition Box': '158', 'Hit Woodwork': '1', 'Crosses (Completed %)': '27 (15%)', 'Passes (Completed %)': '864 (75%)', 'Long Passes (Completed %)': '38 (76%)', 'Minutes Played': '3,129', 'Dribbles (Completed %)': '140 (47%)', 'Duels Won': '173', 'Aerial Duels Won': '13', 'Total Tackles': '43', 'Interceptions': '6', 'Blocks': '7', 'Red Cards': '0', 'Yellow Cards': '10', 'Fouls': '50', 'Offsides': '2'}"
Alexei Rojas,Right,28/09/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Colombia', 'Preferred Foot': 'Right', 'Date of Birth': '28/09/2005'}"
Cristian Romero,Right,27/04/1998,18,1,0,0.82,1.59,9,23,"1,211 (90%)",96 (49%),"1,420",3 (33%),89,42,35,21,3,0,3,14,2,"{'Nationality': 'Argentina', 'Preferred Foot': 'Right', 'Date of Birth': '27/04/1998', 'Appearances': '18', 'Goals': '1', 'XG': '1.59', 'XA': '0.82', 'Shots On Target Inside the Box': '9', 'Touches in the Opposition Box': '23', 'Hit Woodwork': '1', 'Crosses (Completed %)': '3 (33%)', 'Passes (Completed %)': '1,211 (90%)', 'Long Passes (Completed %)': '96 (49%)', 'Minutes Played': '1,420', 'Dribbles (Completed %)': '3 (33%)', 'Duels Won': '89', 'Aerial Duels Won': '42', 'Total Tackles': '35', 'Interceptions': '21', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '14', 'Offsides': '2'}"
Reggie Rose,26/04/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '26/04/2005'}"
Michal Rosiak,Right,12/10/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Poland', 'Preferred Foot': 'Right', 'Date of Birth': '12/10/2005'}"
Joe Rothwell,Right,11/01/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '11/01/1995'}"
Triston Rowe,Right,02/10/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '02/10/2006'}"
John Ruddy,Right,24/10/1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '24/10/1986', 'Red Cards': '0', 'Yellow Cards': '0'}"
Carl Rushworth,Left,02/07/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '02/07/2001', 'Red Cards': '0', 'Yellow Cards': '0'}"
Georginio Rutter,Left,20/04/2002,28 (9),5,3,1.67,4.64,17,10,344 (69%),13 (54%),"1,666",61 (44%),136,25,39,10,3,0,2,34,7,"{'Nationality': 'France', 'Preferred Foot': 'Left', 'Date of Birth': '20/04/2002', 'Appearances (Sub)': '28 (9)', 'Goals': '5', 'Assists': '3', 'XG': '4.64', 'XA': '1.67', 'Shots On Target Inside the Box': '17', 'Shots On Target Outside the Box': '10', 'Touches in the Opposition Box': '83', 'Hit Woodwork': '1', 'Crosses (Completed %)': '9 (11%)', 'Passes (Completed %)': '344 (69%)', 'Long Passes (Completed %)': '13 (54%)', 'Minutes Played': '1,666', 'Dribbles (Completed %)': '61 (44%)', 'Duels Won': '136', 'Aerial Duels Won': '25', 'Total Tackles': '39', 'Interceptions': '10', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '34', 'Offsides': '7'}"
Dominic Sadi,Right,02/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '02/09/2003', 'Red Cards': '0', 'Yellow Cards': '0'}"
Charles Sagoe Jr,24/07/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '24/07/2004'}"
Bukayo Saka,Left,05/09/2001,25 (5),6,10,7.8,6.85,33,10,598 (84%),17 (41%),"1,735",78 (53%),119,10,29,3,0,0,3,15,7,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '05/09/2001', 'Appearances (Sub)': '25 (5)', 'Goals': '6', 'Assists': '10', 'XG': '6.85', 'XA': '7.8', 'Shots On Target Inside the Box': '33', 'Shots On Target Outside the Box': '10', 'Touches in the Opposition Box': '181', 'Penalties Taken (Scored)': '1 (1)', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '56 (23%)', 'Passes (Completed %)': '598 (84%)', 'Long Passes (Completed %)': '17 (41%)', 'Corners Taken': '64', 'Minutes Played': '1,735', 'Dribbles (Completed %)': '78 (53%)', 'Duels Won': '119', 'Aerial Duels Won': '10', 'Total Tackles': '29', 'Interceptions': '3', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '15', 'Offsides': '7'}"
Mohamed Salah,Left,15/06/1992,38,29,18,9.06,25.37,52,6,"1,155 (74%)",52 (52%),"3,377",130 (45%),127,9,21,9,0,0,1,25,18,"{'Nationality': 'Egypt', 'Preferred Foot': 'Left', 'Date of Birth': '15/06/1992', 'Appearances': '38', 'Goals': '29', 'Assists': '18', 'XG': '25.37', 'XA': '9.06', 'Shots On Target Inside the Box': '52', 'Shots On Target Outside the Box': '6', 'Touches in the Opposition Box': '394', 'Penalties Taken (Scored)': '9 (9)', 'Hit Woodwork': '6', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '78 (22%)', 'Passes (Completed %)': '1,155 (74%)', 'Long Passes (Completed %)': '52 (52%)', 'Minutes Played': '3,377', 'Dribbles (Completed %)': '130 (45%)', 'Duels Won': '127', 'Aerial Duels Won': '9', 'Total Tackles': '21', 'Interceptions': '9', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '25', 'Offsides': '18'}"
